level1_title,level2_title,level3_title,level4_title,level1_code,level2_code,level3_code,level4_code
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5613 Employment services,NAICS 56131 Employment placement agencies and executive search services,56,561,5613,56131
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5613 Employment services,NAICS 56132 Temporary help services,56,561,5613,56132
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5613 Employment services,NAICS 56133 Professional employer organizations,56,561,5613,56133
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5614 Business support services,NAICS 56141 Document preparation services,56,561,5614,56141
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5614 Business support services,NAICS 56142 Telephone call centers,56,561,5614,56142
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5614 Business support services,NAICS 56143 Business service centers,56,561,5614,56143
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5614 Business support services,NAICS 56144 Collection agencies,56,561,5614,56144
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5614 Business support services,NAICS 56145 Credit bureaus,56,561,5614,56145
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5614 Business support services,NAICS 56149 Other business support services,56,561,5614,56149
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5615 Travel arrangement and reservation services,NAICS 56151 Travel agencies,56,561,5615,56151
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5615 Travel arrangement and reservation services,NAICS 56152 Tour operators,56,561,5615,56152
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5615 Travel arrangement and reservation services,NAICS 56159 Other travel arrangement and reservation services,56,561,5615,56159
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5616 Investigation and security services,"NAICS 56161 Investigation, guard, and armored car services",56,561,5616,56161
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5616 Investigation and security services,NAICS 56162 Security systems services,56,561,5616,56162
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5617 Services to buildings and dwellings,NAICS 56171 Exterminating and pest control services,56,561,5617,56171
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5617 Services to buildings and dwellings,NAICS 56172 Janitorial services,56,561,5617,56172
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5617 Services to buildings and dwellings,NAICS 56173 Landscaping services,56,561,5617,56173
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5617 Services to buildings and dwellings,NAICS 56174 Carpet and upholstery cleaning services,56,561,5617,56174
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5617 Services to buildings and dwellings,NAICS 56179 Other services to buildings and dwellings,56,561,5617,56179
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5619 Other support services,NAICS 56191 Packaging and labeling services,56,561,5619,56191
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5619 Other support services,NAICS 56192 Convention and trade show organizers,56,561,5619,56192
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5619 Other support services,NAICS 56199 All other support services,56,561,5619,56199
NAICS 56 Administrative and support and waste management and remediation services,NAICS 562 Waste management and remediation services,NAICS 5621 Waste collection,NAICS 56211 Waste collection,56,562,5621,56211
NAICS 56 Administrative and support and waste management and remediation services,NAICS 562 Waste management and remediation services,NAICS 5622 Waste treatment and disposal,NAICS 56221 Waste treatment and disposal,56,562,5622,56221
NAICS 56 Administrative and support and waste management and remediation services,NAICS 562 Waste management and remediation services,NAICS 5629 Remediation and other waste management services,NAICS 56291 Remediation services,56,562,5629,56291
NAICS 56 Administrative and support and waste management and remediation services,NAICS 562 Waste management and remediation services,NAICS 5629 Remediation and other waste management services,NAICS 56292 Materials recovery facilities,56,562,5629,56292
NAICS 56 Administrative and support and waste management and remediation services,NAICS 562 Waste management and remediation services,NAICS 5629 Remediation and other waste management services,NAICS 56299 All other waste management services,56,562,5629,56299
NAICS 61 Educational services,NAICS 611 Educational services,NAICS 6111 Elementary and secondary schools,NAICS 61111 Elementary and secondary schools,61,611,6111,61111
NAICS 61 Educational services,NAICS 611 Educational services,NAICS 6112 Junior colleges,NAICS 61121 Junior colleges,61,611,6112,61121
NAICS 61 Educational services,NAICS 611 Educational services,"NAICS 6113 Colleges, universities, and professional schools","NAICS 61131 Colleges, universities, and professional schools",61,611,6113,61131
NAICS 61 Educational services,NAICS 611 Educational services,NAICS 6114 Business schools and computer and management training,NAICS 61141 Business and secretarial schools,61,611,6114,61141
NAICS 61 Educational services,NAICS 611 Educational services,NAICS 6114 Business schools and computer and management training,NAICS 61142 Computer training,61,611,6114,61142
NAICS 61 Educational services,NAICS 611 Educational services,NAICS 6114 Business schools and computer and management training,NAICS 61143 Professional and management development training,61,611,6114,61143
NAICS 61 Educational services,NAICS 611 Educational services,NAICS 6115 Technical and trade schools,NAICS 61151 Technical and trade schools,61,611,6115,61151
NAICS 61 Educational services,NAICS 611 Educational services,NAICS 6116 Other schools and instruction,NAICS 61161 Fine arts schools,61,611,6116,61161
NAICS 61 Educational services,NAICS 611 Educational services,NAICS 6116 Other schools and instruction,NAICS 61162 Sports and recreation instruction,61,611,6116,61162
NAICS 61 Educational services,NAICS 611 Educational services,NAICS 6116 Other schools and instruction,NAICS 61163 Language schools,61,611,6116,61163
NAICS 61 Educational services,NAICS 611 Educational services,NAICS 6116 Other schools and instruction,NAICS 61169 All other schools and instruction,61,611,6116,61169
NAICS 61 Educational services,NAICS 611 Educational services,NAICS 6117 Educational support services,NAICS 61171 Educational support services,61,611,6117,61171
NAICS 62 Health care and social assistance,NAICS 621 Ambulatory health care services,NAICS 6211 Offices of physicians,NAICS 62111 Offices of physicians,62,621,6211,62111
NAICS 62 Health care and social assistance,NAICS 621 Ambulatory health care services,NAICS 6212 Offices of dentists,NAICS 62121 Offices of dentists,62,621,6212,62121
NAICS 62 Health care and social assistance,NAICS 621 Ambulatory health care services,NAICS 6213 Offices of other health practitioners,NAICS 62131 Offices of chiropractors,62,621,6213,62131
NAICS 62 Health care and social assistance,NAICS 621 Ambulatory health care services,NAICS 6213 Offices of other health practitioners,NAICS 62132 Offices of optometrists,62,621,6213,62132
NAICS 62 Health care and social assistance,NAICS 621 Ambulatory health care services,NAICS 6213 Offices of other health practitioners,NAICS 62133 Offices of mental health practitioners (except physicians),62,621,6213,62133
NAICS 62 Health care and social assistance,NAICS 621 Ambulatory health care services,NAICS 6213 Offices of other health practitioners,"NAICS 62134 Offices of physical, occupational and speech therapists, and audiologists",62,621,6213,62134
NAICS 62 Health care and social assistance,NAICS 621 Ambulatory health care services,NAICS 6213 Offices of other health practitioners,NAICS 62139 Offices of all other health practitioners,62,621,6213,62139
NAICS 62 Health care and social assistance,NAICS 621 Ambulatory health care services,NAICS 6214 Outpatient care centers,NAICS 62141 Family planning centers,62,621,6214,62141
NAICS 62 Health care and social assistance,NAICS 621 Ambulatory health care services,NAICS 6214 Outpatient care centers,NAICS 62142 Outpatient mental health and substance abuse centers,62,621,6214,62142
NAICS 62 Health care and social assistance,NAICS 621 Ambulatory health care services,NAICS 6214 Outpatient care centers,NAICS 62149 Other outpatient care centers,62,621,6214,62149
NAICS 62 Health care and social assistance,NAICS 621 Ambulatory health care services,NAICS 6215 Medical and diagnostic laboratories,NAICS 62151 Medical and diagnostic laboratories,62,621,6215,62151
NAICS 62 Health care and social assistance,NAICS 621 Ambulatory health care services,NAICS 6216 Home health care services,NAICS 62161 Home health care services,62,621,6216,62161
NAICS 62 Health care and social assistance,NAICS 621 Ambulatory health care services,NAICS 6219 Other ambulatory health care services,NAICS 62191 Ambulance services,62,621,6219,62191
NAICS 62 Health care and social assistance,NAICS 621 Ambulatory health care services,NAICS 6219 Other ambulatory health care services,NAICS 62199 All other ambulatory health care services,62,621,6219,62199
NAICS 62 Health care and social assistance,NAICS 622 Hospitals,NAICS 6221 General medical and surgical hospitals,NAICS 62211 General medical and surgical hospitals,62,622,6221,62211
NAICS 62 Health care and social assistance,NAICS 622 Hospitals,NAICS 6222 Psychiatric and substance abuse hospitals,NAICS 62221 Psychiatric and substance abuse hospitals,62,622,6222,62221
NAICS 62 Health care and social assistance,NAICS 622 Hospitals,NAICS 6223 Specialty (except psychiatric and substance abuse) hospitals,NAICS 62231 Specialty (except psychiatric and substance abuse) hospitals,62,622,6223,62231
NAICS 62 Health care and social assistance,NAICS 623 Nursing and residential care facilities,NAICS 6231 Nursing care facilities (skilled nursing facilities),NAICS 62311 Nursing care facilities (skilled nursing facilities),62,623,6231,62311
NAICS 62 Health care and social assistance,NAICS 623 Nursing and residential care facilities,"NAICS 6232 Residential intellectual and developmental disability, mental health, and substance abuse facilities",NAICS 62321 Residential intellectual and developmental disability facilities,62,623,6232,62321
NAICS 62 Health care and social assistance,NAICS 623 Nursing and residential care facilities,"NAICS 6232 Residential intellectual and developmental disability, mental health, and substance abuse facilities",NAICS 62322 Residential mental health and substance abuse facilities,62,623,6232,62322
NAICS 62 Health care and social assistance,NAICS 623 Nursing and residential care facilities,NAICS 6233 Continuing care retirement communities and assisted living facilities for the elderly,NAICS 62331 Continuing care retirement communities and assisted living facilities for the elderly,62,623,6233,62331
NAICS 62 Health care and social assistance,NAICS 623 Nursing and residential care facilities,NAICS 6239 Other residential care facilities,NAICS 62399 Other residential care facilities,62,623,6239,62399
NAICS 62 Health care and social assistance,NAICS 624 Social assistance,NAICS 6241 Individual and family services,NAICS 62411 Child and youth services,62,624,6241,62411
NAICS 62 Health care and social assistance,NAICS 624 Social assistance,NAICS 6241 Individual and family services,NAICS 62412 Services for the elderly and persons with disabilities,62,624,6241,62412
NAICS 62 Health care and social assistance,NAICS 624 Social assistance,NAICS 6241 Individual and family services,NAICS 62419 Other individual and family services,62,624,6241,62419
NAICS 62 Health care and social assistance,NAICS 624 Social assistance,"NAICS 6242 Community food and housing, and emergency and other relief services",NAICS 62421 Community food services,62,624,6242,62421
NAICS 62 Health care and social assistance,NAICS 624 Social assistance,"NAICS 6242 Community food and housing, and emergency and other relief services",NAICS 62422 Community housing services,62,624,6242,62422
NAICS 62 Health care and social assistance,NAICS 624 Social assistance,"NAICS 6242 Community food and housing, and emergency and other relief services",NAICS 62423 Emergency and other relief services,62,624,6242,62423
NAICS 62 Health care and social assistance,NAICS 624 Social assistance,NAICS 6243 Vocational rehabilitation services,NAICS 62431 Vocational rehabilitation services,62,624,6243,62431
NAICS 62 Health care and social assistance,NAICS 624 Social assistance,NAICS 6244 Child care services,NAICS 62441 Child care services,62,624,6244,62441
"NAICS 71 Arts, entertainment, and recreation","NAICS 711 Performing arts, spectator sports, and related industries",NAICS 7111 Performing arts companies,NAICS 71111 Theater companies and dinner theaters,71,711,7111,71111
"NAICS 71 Arts, entertainment, and recreation","NAICS 711 Performing arts, spectator sports, and related industries",NAICS 7111 Performing arts companies,NAICS 71112 Dance companies,71,711,7111,71112
"NAICS 71 Arts, entertainment, and recreation","NAICS 711 Performing arts, spectator sports, and related industries",NAICS 7111 Performing arts companies,NAICS 71113 Musical groups and artists,71,711,7111,71113
"NAICS 71 Arts, entertainment, and recreation","NAICS 711 Performing arts, spectator sports, and related industries",NAICS 7111 Performing arts companies,NAICS 71119 Other performing arts companies,71,711,7111,71119
"NAICS 71 Arts, entertainment, and recreation","NAICS 711 Performing arts, spectator sports, and related industries",NAICS 7112 Spectator sports,NAICS 71121 Spectator sports,71,711,7112,71121
"NAICS 71 Arts, entertainment, and recreation","NAICS 711 Performing arts, spectator sports, and related industries","NAICS 7113 Promoters of performing arts, sports, and similar events","NAICS 71131 Promoters of performing arts, sports, and similar events with facilities",71,711,7113,71131
"NAICS 71 Arts, entertainment, and recreation","NAICS 711 Performing arts, spectator sports, and related industries","NAICS 7113 Promoters of performing arts, sports, and similar events","NAICS 71132 Promoters of performing arts, sports, and similar events without facilities",71,711,7113,71132
"NAICS 71 Arts, entertainment, and recreation","NAICS 711 Performing arts, spectator sports, and related industries","NAICS 7114 Agents and managers for artists, athletes, entertainers, and other public figures","NAICS 71141 Agents and managers for artists, athletes, entertainers, and other public figures",71,711,7114,71141
"NAICS 71 Arts, entertainment, and recreation","NAICS 711 Performing arts, spectator sports, and related industries","NAICS 7115 Independent artists, writers, and performers","NAICS 71151 Independent artists, writers, and performers",71,711,7115,71151
"NAICS 71 Arts, entertainment, and recreation","NAICS 712 Museums, historical sites, and similar institutions","NAICS 7121 Museums, historical sites, and similar institutions",NAICS 71211 Museums,71,712,7121,71211
"NAICS 71 Arts, entertainment, and recreation","NAICS 712 Museums, historical sites, and similar institutions","NAICS 7121 Museums, historical sites, and similar institutions",NAICS 71212 Historical sites,71,712,7121,71212
"NAICS 71 Arts, entertainment, and recreation","NAICS 712 Museums, historical sites, and similar institutions","NAICS 7121 Museums, historical sites, and similar institutions",NAICS 71213 Zoos and botanical gardens,71,712,7121,71213
"NAICS 71 Arts, entertainment, and recreation","NAICS 712 Museums, historical sites, and similar institutions","NAICS 7121 Museums, historical sites, and similar institutions",NAICS 71219 Nature parks and other similar institutions,71,712,7121,71219
"NAICS 71 Arts, entertainment, and recreation","NAICS 713 Amusement, gambling, and recreation industries",NAICS 7131 Amusement parks and arcades,NAICS 71311 Amusement and theme parks,71,713,7131,71311
"NAICS 71 Arts, entertainment, and recreation","NAICS 713 Amusement, gambling, and recreation industries",NAICS 7131 Amusement parks and arcades,NAICS 71312 Amusement arcades,71,713,7131,71312
"NAICS 71 Arts, entertainment, and recreation","NAICS 713 Amusement, gambling, and recreation industries",NAICS 7132 Gambling industries,NAICS 71321 Casinos (except casino hotels),71,713,7132,71321
"NAICS 71 Arts, entertainment, and recreation","NAICS 713 Amusement, gambling, and recreation industries",NAICS 7132 Gambling industries,NAICS 71329 Other gambling industries,71,713,7132,71329
"NAICS 71 Arts, entertainment, and recreation","NAICS 713 Amusement, gambling, and recreation industries",NAICS 7139 Other amusement and recreation industries,NAICS 71391 Golf courses and country clubs,71,713,7139,71391
"NAICS 71 Arts, entertainment, and recreation","NAICS 713 Amusement, gambling, and recreation industries",NAICS 7139 Other amusement and recreation industries,NAICS 71392 Skiing facilities,71,713,7139,71392
"NAICS 71 Arts, entertainment, and recreation","NAICS 713 Amusement, gambling, and recreation industries",NAICS 7139 Other amusement and recreation industries,NAICS 71393 Marinas,71,713,7139,71393
"NAICS 71 Arts, entertainment, and recreation","NAICS 713 Amusement, gambling, and recreation industries",NAICS 7139 Other amusement and recreation industries,NAICS 71394 Fitness and recreational sports centers,71,713,7139,71394
"NAICS 71 Arts, entertainment, and recreation","NAICS 713 Amusement, gambling, and recreation industries",NAICS 7139 Other amusement and recreation industries,NAICS 71395 Bowling centers,71,713,7139,71395
"NAICS 71 Arts, entertainment, and recreation","NAICS 713 Amusement, gambling, and recreation industries",NAICS 7139 Other amusement and recreation industries,NAICS 71399 All other amusement and recreation industries,71,713,7139,71399
NAICS 72 Accommodation and food services,NAICS 721 Accommodation,NAICS 7211 Traveler accommodation,NAICS 72111 Hotels (except casino hotels) and motels,72,721,7211,72111
NAICS 72 Accommodation and food services,NAICS 721 Accommodation,NAICS 7211 Traveler accommodation,NAICS 72112 Casino hotels,72,721,7211,72112
NAICS 72 Accommodation and food services,NAICS 721 Accommodation,NAICS 7211 Traveler accommodation,NAICS 72119 Other traveler accommodation,72,721,7211,72119
NAICS 72 Accommodation and food services,NAICS 721 Accommodation,NAICS 7212 Rv (recreational vehicle) parks and recreational camps,NAICS 72121 Rv (recreational vehicle) parks and recreational camps,72,721,7212,72121
NAICS 72 Accommodation and food services,NAICS 721 Accommodation,"NAICS 7213 Rooming and boarding houses, dormitories, and workers' camps","NAICS 72131 Rooming and boarding houses, dormitories, and workers' camps",72,721,7213,72131
NAICS 72 Accommodation and food services,NAICS 722 Food services and drinking places,NAICS07 7221 Full-service restaurants,NAICS07 72211 Full-service restaurants,72,722,7221,72211
NAICS 72 Accommodation and food services,NAICS 722 Food services and drinking places,NAICS07 7222 Limited-service eating places,NAICS07 72221 Limited-service eating places,72,722,7222,72221
NAICS 72 Accommodation and food services,NAICS 722 Food services and drinking places,NAICS 7223 Special food services,NAICS 72231 Food service contractors,72,722,7223,72231
NAICS 72 Accommodation and food services,NAICS 722 Food services and drinking places,NAICS 7223 Special food services,NAICS 72232 Caterers,72,722,7223,72232
NAICS 72 Accommodation and food services,NAICS 722 Food services and drinking places,NAICS 7223 Special food services,NAICS 72233 Mobile food services,72,722,7223,72233
NAICS 72 Accommodation and food services,NAICS 722 Food services and drinking places,NAICS 7224 Drinking places (alcoholic beverages),NAICS 72241 Drinking places (alcoholic beverages),72,722,7224,72241
NAICS 72 Accommodation and food services,NAICS 722 Food services and drinking places,NAICS 7225 Restaurants and other eating places,NAICS 72251 Restaurants and other eating places,72,722,7225,72251
NAICS 81 Other services (except public administration),NAICS 811 Repair and maintenance,NAICS 8111 Automotive repair and maintenance,NAICS 81111 Automotive mechanical and electrical repair and maintenance,81,811,8111,81111
NAICS 81 Other services (except public administration),NAICS 811 Repair and maintenance,NAICS 8111 Automotive repair and maintenance,"NAICS 81112 Automotive body, paint, interior, and glass repair",81,811,8111,81112
NAICS 81 Other services (except public administration),NAICS 811 Repair and maintenance,NAICS 8111 Automotive repair and maintenance,NAICS 81119 Other automotive repair and maintenance,81,811,8111,81119
NAICS 81 Other services (except public administration),NAICS 811 Repair and maintenance,NAICS 8112 Electronic and precision equipment repair and maintenance,NAICS 81121 Electronic and precision equipment repair and maintenance,81,811,8112,81121
NAICS 81 Other services (except public administration),NAICS 811 Repair and maintenance,NAICS 8113 Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,NAICS 81131 Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,81,811,8113,81131
NAICS 81 Other services (except public administration),NAICS 811 Repair and maintenance,NAICS 8114 Personal and household goods repair and maintenance,NAICS 81141 Home and garden equipment and appliance repair and maintenance,81,811,8114,81141
NAICS 81 Other services (except public administration),NAICS 811 Repair and maintenance,NAICS 8114 Personal and household goods repair and maintenance,NAICS 81142 Reupholstery and furniture repair,81,811,8114,81142
NAICS 81 Other services (except public administration),NAICS 811 Repair and maintenance,NAICS 8114 Personal and household goods repair and maintenance,NAICS 81143 Footwear and leather goods repair,81,811,8114,81143
NAICS 81 Other services (except public administration),NAICS 811 Repair and maintenance,NAICS 8114 Personal and household goods repair and maintenance,NAICS 81149 Other personal and household goods repair and maintenance,81,811,8114,81149
NAICS 81 Other services (except public administration),NAICS 812 Personal and laundry services,NAICS 8121 Personal care services,"NAICS 81211 Hair, nail, and skin care services",81,812,8121,81211
NAICS 81 Other services (except public administration),NAICS 812 Personal and laundry services,NAICS 8121 Personal care services,NAICS 81219 Other personal care services,81,812,8121,81219
NAICS 81 Other services (except public administration),NAICS 812 Personal and laundry services,NAICS 8122 Death care services,NAICS 81221 Funeral homes and funeral services,81,812,8122,81221
NAICS 81 Other services (except public administration),NAICS 812 Personal and laundry services,NAICS 8122 Death care services,NAICS 81222 Cemeteries and crematories,81,812,8122,81222
NAICS 81 Other services (except public administration),NAICS 812 Personal and laundry services,NAICS 8123 Drycleaning and laundry services,NAICS 81231 Coin-operated laundries and drycleaners,81,812,8123,81231
NAICS 81 Other services (except public administration),NAICS 812 Personal and laundry services,NAICS 8123 Drycleaning and laundry services,NAICS 81232 Drycleaning and laundry services (except coin-operated),81,812,8123,81232
NAICS 81 Other services (except public administration),NAICS 812 Personal and laundry services,NAICS 8123 Drycleaning and laundry services,NAICS 81233 Linen and uniform supply,81,812,8123,81233
NAICS 81 Other services (except public administration),NAICS 812 Personal and laundry services,NAICS 8129 Other personal services,NAICS 81291 Pet care (except veterinary) services,81,812,8129,81291
NAICS 81 Other services (except public administration),NAICS 812 Personal and laundry services,NAICS 8129 Other personal services,NAICS 81292 Photofinishing,81,812,8129,81292
NAICS 81 Other services (except public administration),NAICS 812 Personal and laundry services,NAICS 8129 Other personal services,NAICS 81293 Parking lots and garages,81,812,8129,81293
NAICS 81 Other services (except public administration),NAICS 812 Personal and laundry services,NAICS 8129 Other personal services,NAICS 81299 All other personal services,81,812,8129,81299
NAICS 81 Other services (except public administration),"NAICS 813 Religious, grantmaking, civic, professional, and similar organizations",NAICS 8131 Religious organizations,NAICS 81311 Religious organizations,81,813,8131,81311
NAICS 81 Other services (except public administration),"NAICS 813 Religious, grantmaking, civic, professional, and similar organizations",NAICS 8132 Grantmaking and giving services,NAICS 81321 Grantmaking and giving services,81,813,8132,81321
NAICS 81 Other services (except public administration),"NAICS 813 Religious, grantmaking, civic, professional, and similar organizations",NAICS 8133 Social advocacy organizations,NAICS 81331 Social advocacy organizations,81,813,8133,81331
NAICS 81 Other services (except public administration),"NAICS 813 Religious, grantmaking, civic, professional, and similar organizations",NAICS 8134 Civic and social organizations,NAICS 81341 Civic and social organizations,81,813,8134,81341
NAICS 81 Other services (except public administration),"NAICS 813 Religious, grantmaking, civic, professional, and similar organizations","NAICS 8139 Business, professional, labor, political, and similar organizations",NAICS 81391 Business associations,81,813,8139,81391
NAICS 81 Other services (except public administration),"NAICS 813 Religious, grantmaking, civic, professional, and similar organizations","NAICS 8139 Business, professional, labor, political, and similar organizations",NAICS 81392 Professional organizations,81,813,8139,81392
NAICS 81 Other services (except public administration),"NAICS 813 Religious, grantmaking, civic, professional, and similar organizations","NAICS 8139 Business, professional, labor, political, and similar organizations",NAICS 81393 Labor unions and similar labor organizations,81,813,8139,81393
NAICS 81 Other services (except public administration),"NAICS 813 Religious, grantmaking, civic, professional, and similar organizations","NAICS 8139 Business, professional, labor, political, and similar organizations",NAICS 81394 Political organizations,81,813,8139,81394
NAICS 81 Other services (except public administration),"NAICS 813 Religious, grantmaking, civic, professional, and similar organizations","NAICS 8139 Business, professional, labor, political, and similar organizations","NAICS 81399 Other similar organizations (except business, professional, labor, and political organizations)",81,813,8139,81399
NAICS 81 Other services (except public administration),NAICS 814 Private households,NAICS 8141 Private households,NAICS 81411 Private households,81,814,8141,81411
NAICS 92 Public administration,"NAICS 921 Executive, legislative, and other general government support","NAICS 9211 Executive, legislative, and other general government support",NAICS 92111 Executive offices,92,921,9211,92111
NAICS 92 Public administration,"NAICS 921 Executive, legislative, and other general government support","NAICS 9211 Executive, legislative, and other general government support",NAICS 92112 Legislative bodies,92,921,9211,92112
NAICS 92 Public administration,"NAICS 921 Executive, legislative, and other general government support","NAICS 9211 Executive, legislative, and other general government support",NAICS 92113 Public finance activities,92,921,9211,92113
NAICS 92 Public administration,"NAICS 921 Executive, legislative, and other general government support","NAICS 9211 Executive, legislative, and other general government support","NAICS 92114 Executive and legislative offices, combined",92,921,9211,92114
NAICS 92 Public administration,"NAICS 921 Executive, legislative, and other general government support","NAICS 9211 Executive, legislative, and other general government support",NAICS 92115 American indian and alaska native tribal governments,92,921,9211,92115
NAICS 92 Public administration,"NAICS 921 Executive, legislative, and other general government support","NAICS 9211 Executive, legislative, and other general government support",NAICS 92119 Other general government support,92,921,9211,92119
NAICS 92 Public administration,"NAICS 922 Justice, public order, and safety activities","NAICS 9221 Justice, public order, and safety activities",NAICS 92211 Courts,92,922,9221,92211
NAICS 92 Public administration,"NAICS 922 Justice, public order, and safety activities","NAICS 9221 Justice, public order, and safety activities",NAICS 92212 Police protection,92,922,9221,92212
NAICS 92 Public administration,"NAICS 922 Justice, public order, and safety activities","NAICS 9221 Justice, public order, and safety activities",NAICS 92213 Legal counsel and prosecution,92,922,9221,92213
NAICS 92 Public administration,"NAICS 922 Justice, public order, and safety activities","NAICS 9221 Justice, public order, and safety activities",NAICS 92214 Correctional institutions,92,922,9221,92214
NAICS 92 Public administration,"NAICS 922 Justice, public order, and safety activities","NAICS 9221 Justice, public order, and safety activities",NAICS 92215 Parole offices and probation offices,92,922,9221,92215
NAICS 92 Public administration,"NAICS 922 Justice, public order, and safety activities","NAICS 9221 Justice, public order, and safety activities",NAICS 92216 Fire protection,92,922,9221,92216
NAICS 92 Public administration,"NAICS 922 Justice, public order, and safety activities","NAICS 9221 Justice, public order, and safety activities","NAICS 92219 Other justice, public order, and safety activities",92,922,9221,92219
NAICS 92 Public administration,NAICS 923 Administration of human resource programs,NAICS 9231 Administration of human resource programs,NAICS 92311 Administration of education programs,92,923,9231,92311
NAICS 92 Public administration,NAICS 923 Administration of human resource programs,NAICS 9231 Administration of human resource programs,NAICS 92312 Administration of public health programs,92,923,9231,92312
NAICS 92 Public administration,NAICS 923 Administration of human resource programs,NAICS 9231 Administration of human resource programs,"NAICS 92313 Administration of human resource programs (except education, public health, and veterans' affairs programs)",92,923,9231,92313
NAICS 92 Public administration,NAICS 923 Administration of human resource programs,NAICS 9231 Administration of human resource programs,NAICS 92314 Administration of veterans' affairs,92,923,9231,92314
NAICS 92 Public administration,NAICS 924 Administration of environmental quality programs,NAICS 9241 Administration of environmental quality programs,NAICS 92411 Administration of air and water resource and solid waste management programs,92,924,9241,92411
NAICS 92 Public administration,NAICS 924 Administration of environmental quality programs,NAICS 9241 Administration of environmental quality programs,NAICS 92412 Administration of conservation programs,92,924,9241,92412
NAICS 92 Public administration,"NAICS 925 Administration of housing programs, urban planning, and community development","NAICS 9251 Administration of housing programs, urban planning, and community development",NAICS 92511 Administration of housing programs,92,925,9251,92511
NAICS 92 Public administration,"NAICS 925 Administration of housing programs, urban planning, and community development","NAICS 9251 Administration of housing programs, urban planning, and community development",NAICS 92512 Administration of urban planning and community and rural development,92,925,9251,92512
NAICS 92 Public administration,NAICS 926 Administration of economic programs,NAICS 9261 Administration of economic programs,NAICS 92611 Administration of general economic programs,92,926,9261,92611
NAICS 92 Public administration,NAICS 926 Administration of economic programs,NAICS 9261 Administration of economic programs,NAICS 92612 Regulation and administration of transportation programs,92,926,9261,92612
NAICS 92 Public administration,NAICS 926 Administration of economic programs,NAICS 9261 Administration of economic programs,"NAICS 92613 Regulation and administration of communications, electric, gas, and other utilities",92,926,9261,92613
NAICS 92 Public administration,NAICS 926 Administration of economic programs,NAICS 9261 Administration of economic programs,NAICS 92614 Regulation of agricultural marketing and commodities,92,926,9261,92614
NAICS 92 Public administration,NAICS 926 Administration of economic programs,NAICS 9261 Administration of economic programs,"NAICS 92615 Regulation, licensing, and inspection of miscellaneous commercial sectors",92,926,9261,92615
NAICS 92 Public administration,NAICS 927 Space research and technology,NAICS 9271 Space research and technology,NAICS 92711 Space research and technology,92,927,9271,92711
NAICS 92 Public administration,NAICS 928 National security and international affairs,NAICS 9281 National security and international affairs,NAICS 92811 National security,92,928,9281,92811
NAICS 92 Public administration,NAICS 928 National security and international affairs,NAICS 9281 National security and international affairs,NAICS 92812 International affairs,92,928,9281,92812
NAICS 99 Unclassified,NAICS 999 Unclassified,NAICS 9999 Unclassified,NAICS 99999 Unclassified,99,999,9999,99999
