level1_title,level2_title,level3_title,level4_title,level1_code,level2_code,level3_code,level4_code
Transportation and Warehousing,NAICS 485 Transit and ground passenger transportation,NAICS 4854 School and employee bus transportation,NAICS 48541 School and employee bus transportation,48,485,4854,48541
Transportation and Warehousing,NAICS 485 Transit and ground passenger transportation,NAICS 4855 Charter bus industry,NAICS 48551 Charter bus industry,48,485,4855,48551
Transportation and Warehousing,NAICS 485 Transit and ground passenger transportation,NAICS 4859 Other transit and ground passenger transportation,NAICS 48599 Other transit and ground passenger transportation,48,485,4859,48599
Transportation and Warehousing,NAICS 486 Pipeline transportation,NAICS 4861 Pipeline transportation of crude oil,NAICS 48611 Pipeline transportation of crude oil,48,486,4861,48611
Transportation and Warehousing,NAICS 486 Pipeline transportation,NAICS 4862 Pipeline transportation of natural gas,NAICS 48621 Pipeline transportation of natural gas,48,486,4862,48621
Transportation and Warehousing,NAICS 486 Pipeline transportation,NAICS 4869 Other pipeline transportation,NAICS 48691 Pipeline transportation of refined petroleum products,48,486,4869,48691
Transportation and Warehousing,NAICS 486 Pipeline transportation,NAICS 4869 Other pipeline transportation,NAICS 48699 All other pipeline transportation,48,486,4869,48699
Transportation and Warehousing,NAICS 487 Scenic and sightseeing transportation,"NAICS 4871 Scenic and sightseeing transportation, land","NAICS 48711 Scenic and sightseeing transportation, land",48,487,4871,48711
Transportation and Warehousing,NAICS 487 Scenic and sightseeing transportation,"NAICS 4872 Scenic and sightseeing transportation, water","NAICS 48721 Scenic and sightseeing transportation, water",48,487,4872,48721
Transportation and Warehousing,NAICS 487 Scenic and sightseeing transportation,"NAICS 4879 Scenic and sightseeing transportation, other","NAICS 48799 Scenic and sightseeing transportation, other",48,487,4879,48799
Transportation and Warehousing,NAICS 488 Support activities for transportation,NAICS 4881 Support activities for air transportation,NAICS 48811 Airport operations,48,488,4881,48811
Transportation and Warehousing,NAICS 488 Support activities for transportation,NAICS 4881 Support activities for air transportation,NAICS 48819 Other support activities for air transportation,48,488,4881,48819
Transportation and Warehousing,NAICS 488 Support activities for transportation,NAICS 4882 Support activities for rail transportation,NAICS 48821 Support activities for rail transportation,48,488,4882,48821
Transportation and Warehousing,NAICS 488 Support activities for transportation,NAICS 4883 Support activities for water transportation,NAICS 48831 Port and harbor operations,48,488,4883,48831
Transportation and Warehousing,NAICS 488 Support activities for transportation,NAICS 4883 Support activities for water transportation,NAICS 48832 Marine cargo handling,48,488,4883,48832
Transportation and Warehousing,NAICS 488 Support activities for transportation,NAICS 4883 Support activities for water transportation,NAICS 48833 Navigational services to shipping,48,488,4883,48833
Transportation and Warehousing,NAICS 488 Support activities for transportation,NAICS 4883 Support activities for water transportation,NAICS 48839 Other support activities for water transportation,48,488,4883,48839
Transportation and Warehousing,NAICS 488 Support activities for transportation,NAICS 4884 Support activities for road transportation,NAICS 48841 Motor vehicle towing,48,488,4884,48841
Transportation and Warehousing,NAICS 488 Support activities for transportation,NAICS 4884 Support activities for road transportation,NAICS 48849 Other support activities for road transportation,48,488,4884,48849
Transportation and Warehousing,NAICS 488 Support activities for transportation,NAICS 4885 Freight transportation arrangement,NAICS 48851 Freight transportation arrangement,48,488,4885,48851
Transportation and Warehousing,NAICS 488 Support activities for transportation,NAICS 4889 Other support activities for transportation,NAICS 48899 Other support activities for transportation,48,488,4889,48899
Transportation and Warehousing,NAICS 491 Postal service,NAICS 4911 Postal service,NAICS 49111 Postal service,49,491,4911,49111
Transportation and Warehousing,NAICS 492 Couriers and messengers,NAICS 4921 Couriers and express delivery services,NAICS 49211 Couriers and express delivery services,49,492,4921,49211
Transportation and Warehousing,NAICS 492 Couriers and messengers,NAICS 4922 Local messengers and local delivery,NAICS 49221 Local messengers and local delivery,49,492,4922,49221
Transportation and Warehousing,NAICS 493 Warehousing and storage,NAICS 4931 Warehousing and storage,NAICS 49311 General warehousing and storage,49,493,4931,49311
Transportation and Warehousing,NAICS 493 Warehousing and storage,NAICS 4931 Warehousing and storage,NAICS 49312 Refrigerated warehousing and storage,49,493,4931,49312
Transportation and Warehousing,NAICS 493 Warehousing and storage,NAICS 4931 Warehousing and storage,NAICS 49313 Farm product warehousing and storage,49,493,4931,49313
Transportation and Warehousing,NAICS 493 Warehousing and storage,NAICS 4931 Warehousing and storage,NAICS 49319 Other warehousing and storage,49,493,4931,49319
NAICS 51 Information,"NAICS17 511 Publishing industries, except internet","NAICS17 5111 Newspaper, book, and directory publishers",NAICS17 51111 Newspaper publishers,51,511,5111,51111
NAICS 51 Information,"NAICS17 511 Publishing industries, except internet","NAICS17 5111 Newspaper, book, and directory publishers",NAICS17 51112 Periodical publishers,51,511,5111,51112
NAICS 51 Information,"NAICS17 511 Publishing industries, except internet","NAICS17 5111 Newspaper, book, and directory publishers",NAICS17 51113 Book publishers,51,511,5111,51113
NAICS 51 Information,"NAICS17 511 Publishing industries, except internet","NAICS17 5111 Newspaper, book, and directory publishers",NAICS17 51114 Directory and mailing list publishers,51,511,5111,51114
NAICS 51 Information,"NAICS17 511 Publishing industries, except internet","NAICS17 5111 Newspaper, book, and directory publishers",NAICS17 51119 Other publishers,51,511,5111,51119
NAICS 51 Information,"NAICS17 511 Publishing industries, except internet",NAICS17 5112 Software publishers,NAICS17 51121 Software publishers,51,511,5112,51121
NAICS 51 Information,NAICS 512 Motion picture and sound recording industries,NAICS 5121 Motion picture and video industries,NAICS 51211 Motion picture and video production,51,512,5121,51211
NAICS 51 Information,NAICS 512 Motion picture and sound recording industries,NAICS 5121 Motion picture and video industries,NAICS 51212 Motion picture and video distribution,51,512,5121,51212
NAICS 51 Information,NAICS 512 Motion picture and sound recording industries,NAICS 5121 Motion picture and video industries,NAICS 51213 Motion picture and video exhibition,51,512,5121,51213
NAICS 51 Information,NAICS 512 Motion picture and sound recording industries,NAICS 5121 Motion picture and video industries,NAICS 51219 Postproduction services and other motion picture and video industries,51,512,5121,51219
NAICS 51 Information,NAICS 512 Motion picture and sound recording industries,NAICS 5122 Sound recording industries,NAICS12 51221 Record production,51,512,5122,51221
NAICS 51 Information,NAICS 512 Motion picture and sound recording industries,NAICS 5122 Sound recording industries,NAICS17 51222 Integrated record production and distribution,51,512,5122,51222
NAICS 51 Information,NAICS 512 Motion picture and sound recording industries,NAICS 5122 Sound recording industries,NAICS 51223 Music publishers,51,512,5122,51223
NAICS 51 Information,NAICS 512 Motion picture and sound recording industries,NAICS 5122 Sound recording industries,NAICS 51224 Sound recording studios,51,512,5122,51224
NAICS 51 Information,NAICS 512 Motion picture and sound recording industries,NAICS 5122 Sound recording industries,NAICS 51225 Record production and distribution,51,512,5122,51225
NAICS 51 Information,NAICS 512 Motion picture and sound recording industries,NAICS 5122 Sound recording industries,NAICS 51229 Other sound recording industries,51,512,5122,51229
NAICS 51 Information,NAICS 513 Publishing industries,"NAICS 5131 Newspaper, periodical, book, and directory publishers",NAICS 51311 Newspaper publishers,51,513,5131,51311
NAICS 51 Information,NAICS 513 Publishing industries,"NAICS 5131 Newspaper, periodical, book, and directory publishers",NAICS 51312 Periodical publishers,51,513,5131,51312
NAICS 51 Information,NAICS 513 Publishing industries,"NAICS 5131 Newspaper, periodical, book, and directory publishers",NAICS 51313 Book publishers,51,513,5131,51313
NAICS 51 Information,NAICS 513 Publishing industries,"NAICS 5131 Newspaper, periodical, book, and directory publishers",NAICS 51314 Directory and mailing list publishers,51,513,5131,51314
NAICS 51 Information,NAICS 513 Publishing industries,"NAICS 5131 Newspaper, periodical, book, and directory publishers",NAICS 51319 Other publishers,51,513,5131,51319
NAICS 51 Information,NAICS 513 Publishing industries,NAICS 5132 Software publishers,NAICS 51321 Software publishers,51,513,5132,51321
NAICS 51 Information,"NAICS17 515 Broadcasting, except internet",NAICS17 5151 Radio and television broadcasting,NAICS17 51511 Radio broadcasting,51,515,5151,51511
NAICS 51 Information,"NAICS17 515 Broadcasting, except internet",NAICS17 5151 Radio and television broadcasting,NAICS17 51512 Television broadcasting,51,515,5151,51512
NAICS 51 Information,"NAICS17 515 Broadcasting, except internet",NAICS17 5152 Cable and other subscription programming,NAICS17 51521 Cable and other subscription programming,51,515,5152,51521
NAICS 51 Information,NAICS 516 Broadcasting and content providers,NAICS 5161 Radio and television broadcasting stations,NAICS 51611 Radio broadcasting stations,51,516,5161,51611
NAICS 51 Information,NAICS 516 Broadcasting and content providers,NAICS 5161 Radio and television broadcasting stations,NAICS 51612 Television broadcasting stations,51,516,5161,51612
NAICS 51 Information,NAICS 516 Broadcasting and content providers,"NAICS 5162 Media streaming distribution services, social networks, and other media networks and content providers","NAICS 51621 Media streaming distribution services, social networks, and other media networks and content providers",51,516,5162,51621
NAICS 51 Information,NAICS 517 Telecommunications,NAICS 5171 Wired and wireless telecommunications (except satellite),NAICS 51711 Wired and wireless telecommunications carriers (except satellite),51,517,5171,51711
NAICS 51 Information,NAICS 517 Telecommunications,NAICS 5171 Wired and wireless telecommunications (except satellite),NAICS 51712 Telecommunications resellers and agents for wireless telecommunication services,51,517,5171,51712
NAICS 51 Information,NAICS 517 Telecommunications,NAICS12 5172 Wireless telecommunications carriers,NAICS12 51721 Wireless telecommunications carriers,51,517,5172,51721
NAICS 51 Information,NAICS 517 Telecommunications,NAICS17 5173 Wired and wireless telecommunications carriers,NAICS17 51731 Wired and wireless telecommunications carriers,51,517,5173,51731
NAICS 51 Information,NAICS 517 Telecommunications,NAICS 5174 Satellite telecommunications,NAICS 51741 Satellite telecommunications,51,517,5174,51741
NAICS 51 Information,NAICS 517 Telecommunications,NAICS02 5175 Cable and other program distribution,NAICS02 51751 Cable and other program distribution,51,517,5175,51751
NAICS 51 Information,NAICS 517 Telecommunications,NAICS 5178 All other telecommunications,NAICS 51781 All other telecommunications,51,517,5178,51781
NAICS 51 Information,NAICS 517 Telecommunications,NAICS17 5179 Other telecommunications,NAICS17 51791 Other telecommunications,51,517,5179,51791
NAICS 51 Information,"NAICS 518 Computing infrastructure providers, data processing, web hosting, and related services",NAICS02 5181 Isps and web search portals,NAICS02 51811 Isps and web search portals,51,518,5181,51811
NAICS 51 Information,"NAICS 518 Computing infrastructure providers, data processing, web hosting, and related services","NAICS 5182 Computing infrastructure providers, data processing, web hosting, and related services","NAICS 51821 Computing infrastructure providers, data processing, web hosting, and related services",51,518,5182,51821
NAICS 51 Information,"NAICS 519 Web search portals, libraries, archives, and other information services",NAICS17 5191 Other information services,NAICS17 51911 News syndicates,51,519,5191,51911
NAICS 51 Information,"NAICS 519 Web search portals, libraries, archives, and other information services",NAICS17 5191 Other information services,NAICS17 51912 Libraries and archives,51,519,5191,51912
NAICS 51 Information,"NAICS 519 Web search portals, libraries, archives, and other information services",NAICS17 5191 Other information services,NAICS17 51913 Internet publishing and web search portals,51,519,5191,51913
NAICS 51 Information,"NAICS 519 Web search portals, libraries, archives, and other information services",NAICS17 5191 Other information services,NAICS17 51919 All other information services,51,519,5191,51919
NAICS 51 Information,"NAICS 519 Web search portals, libraries, archives, and other information services","NAICS 5192 Web search portals, libraries, archives, and other information services",NAICS 51921 Libraries and archives,51,519,5192,51921
NAICS 51 Information,"NAICS 519 Web search portals, libraries, archives, and other information services","NAICS 5192 Web search portals, libraries, archives, and other information services",NAICS 51929 Web search portals and all other information services,51,519,5192,51929
NAICS 52 Finance and insurance,NAICS 521 Monetary authorities-central bank,NAICS 5211 Monetary authorities-central bank,NAICS 52111 Monetary authorities-central bank,52,521,5211,52111
NAICS 52 Finance and insurance,NAICS 522 Credit intermediation and related activities,NAICS 5221 Depository credit intermediation,NAICS 52211 Commercial banking,52,522,5221,52211
NAICS 52 Finance and insurance,NAICS 522 Credit intermediation and related activities,NAICS 5221 Depository credit intermediation,NAICS17 52212 Savings institutions,52,522,5221,52212
NAICS 52 Finance and insurance,NAICS 522 Credit intermediation and related activities,NAICS 5221 Depository credit intermediation,NAICS 52213 Credit unions,52,522,5221,52213
NAICS 52 Finance and insurance,NAICS 522 Credit intermediation and related activities,NAICS 5221 Depository credit intermediation,NAICS 52218 Savings institutions and other depository credit intermediation,52,522,5221,52218
NAICS 52 Finance and insurance,NAICS 522 Credit intermediation and related activities,NAICS 5221 Depository credit intermediation,NAICS17 52219 Other depository credit intermediation,52,522,5221,52219
NAICS 52 Finance and insurance,NAICS 522 Credit intermediation and related activities,NAICS 5222 Nondepository credit intermediation,NAICS 52221 Credit card issuing,52,522,5222,52221
NAICS 52 Finance and insurance,NAICS 522 Credit intermediation and related activities,NAICS 5222 Nondepository credit intermediation,NAICS 52222 Sales financing,52,522,5222,52222
NAICS 52 Finance and insurance,NAICS 522 Credit intermediation and related activities,NAICS 5222 Nondepository credit intermediation,NAICS 52229 Other nondepository credit intermediation,52,522,5222,52229
NAICS 52 Finance and insurance,NAICS 522 Credit intermediation and related activities,NAICS 5223 Activities related to credit intermediation,NAICS 52231 Mortgage and nonmortgage loan brokers,52,522,5223,52231
NAICS 52 Finance and insurance,NAICS 522 Credit intermediation and related activities,NAICS 5223 Activities related to credit intermediation,"NAICS 52232 Financial transactions processing, reserve, and clearinghouse activities",52,522,5223,52232
NAICS 52 Finance and insurance,NAICS 522 Credit intermediation and related activities,NAICS 5223 Activities related to credit intermediation,NAICS 52239 Other activities related to credit intermediation,52,522,5223,52239
NAICS 52 Finance and insurance,"NAICS 523 Securities, commodity contracts, and other financial investments and related activities",NAICS 5231 Securities and commodity contracts intermediation and brokerage,NAICS17 52311 Investment banking and securities dealing,52,523,5231,52311
NAICS 52 Finance and insurance,"NAICS 523 Securities, commodity contracts, and other financial investments and related activities",NAICS 5231 Securities and commodity contracts intermediation and brokerage,NAICS17 52312 Securities brokerage,52,523,5231,52312
NAICS 52 Finance and insurance,"NAICS 523 Securities, commodity contracts, and other financial investments and related activities",NAICS 5231 Securities and commodity contracts intermediation and brokerage,NAICS17 52313 Commodity contracts dealing,52,523,5231,52313
NAICS 52 Finance and insurance,"NAICS 523 Securities, commodity contracts, and other financial investments and related activities",NAICS 5231 Securities and commodity contracts intermediation and brokerage,NAICS17 52314 Commodity contracts brokerage,52,523,5231,52314
NAICS 52 Finance and insurance,"NAICS 523 Securities, commodity contracts, and other financial investments and related activities",NAICS 5231 Securities and commodity contracts intermediation and brokerage,NAICS 52315 Investment banking and securities intermediation,52,523,5231,52315
NAICS 52 Finance and insurance,"NAICS 523 Securities, commodity contracts, and other financial investments and related activities",NAICS 5231 Securities and commodity contracts intermediation and brokerage,NAICS 52316 Commodity contracts intermediation,52,523,5231,52316
NAICS 52 Finance and insurance,"NAICS 523 Securities, commodity contracts, and other financial investments and related activities",NAICS 5232 Securities and commodity exchanges,NAICS 52321 Securities and commodity exchanges,52,523,5232,52321
NAICS 52 Finance and insurance,"NAICS 523 Securities, commodity contracts, and other financial investments and related activities",NAICS 5239 Other financial investment activities,NAICS 52391 Miscellaneous intermediation,52,523,5239,52391
NAICS 52 Finance and insurance,"NAICS 523 Securities, commodity contracts, and other financial investments and related activities",NAICS 5239 Other financial investment activities,NAICS17 52392 Portfolio management,52,523,5239,52392
NAICS 52 Finance and insurance,"NAICS 523 Securities, commodity contracts, and other financial investments and related activities",NAICS 5239 Other financial investment activities,NAICS17 52393 Investment advice,52,523,5239,52393
NAICS 52 Finance and insurance,"NAICS 523 Securities, commodity contracts, and other financial investments and related activities",NAICS 5239 Other financial investment activities,NAICS 52394 Portfolio management and investment advice,52,523,5239,52394
NAICS 52 Finance and insurance,"NAICS 523 Securities, commodity contracts, and other financial investments and related activities",NAICS 5239 Other financial investment activities,NAICS 52399 All other financial investment activities,52,523,5239,52399
NAICS 52 Finance and insurance,NAICS 524 Insurance carriers and related activities,NAICS 5241 Insurance carriers,"NAICS 52411 Direct life, health, and medical insurance carriers",52,524,5241,52411
NAICS 52 Finance and insurance,NAICS 524 Insurance carriers and related activities,NAICS 5241 Insurance carriers,"NAICS 52412 Direct insurance (except life, health, and medical) carriers",52,524,5241,52412
NAICS 52 Finance and insurance,NAICS 524 Insurance carriers and related activities,NAICS 5241 Insurance carriers,NAICS 52413 Reinsurance carriers,52,524,5241,52413
NAICS 52 Finance and insurance,NAICS 524 Insurance carriers and related activities,"NAICS 5242 Agencies, brokerages, and other insurance related activities",NAICS 52421 Insurance agencies and brokerages,52,524,5242,52421
NAICS 52 Finance and insurance,NAICS 524 Insurance carriers and related activities,"NAICS 5242 Agencies, brokerages, and other insurance related activities",NAICS 52429 Other insurance related activities,52,524,5242,52429
NAICS 52 Finance and insurance,"NAICS 525 Funds, trusts, and other financial vehicles",NAICS 5251 Insurance and employee benefit funds,NAICS 52511 Pension funds,52,525,5251,52511
NAICS 52 Finance and insurance,"NAICS 525 Funds, trusts, and other financial vehicles",NAICS 5251 Insurance and employee benefit funds,NAICS 52512 Health and welfare funds,52,525,5251,52512
NAICS 52 Finance and insurance,"NAICS 525 Funds, trusts, and other financial vehicles",NAICS 5251 Insurance and employee benefit funds,NAICS 52519 Other insurance funds,52,525,5251,52519
NAICS 52 Finance and insurance,"NAICS 525 Funds, trusts, and other financial vehicles",NAICS 5259 Other investment pools and funds,NAICS 52591 Open-end investment funds,52,525,5259,52591
NAICS 52 Finance and insurance,"NAICS 525 Funds, trusts, and other financial vehicles",NAICS 5259 Other investment pools and funds,"NAICS 52592 Trusts, estates, and agency accounts",52,525,5259,52592
NAICS 52 Finance and insurance,"NAICS 525 Funds, trusts, and other financial vehicles",NAICS 5259 Other investment pools and funds,NAICS02 52593 Real estate investment trusts,52,525,5259,52593
NAICS 52 Finance and insurance,"NAICS 525 Funds, trusts, and other financial vehicles",NAICS 5259 Other investment pools and funds,NAICS 52599 Other financial vehicles,52,525,5259,52599
NAICS 53 Real estate and rental and leasing,NAICS 531 Real estate,NAICS 5311 Lessors of real estate,NAICS 53111 Lessors of residential buildings and dwellings,53,531,5311,53111
NAICS 53 Real estate and rental and leasing,NAICS 531 Real estate,NAICS 5311 Lessors of real estate,NAICS 53112 Lessors of nonresidential buildings (except miniwarehouses),53,531,5311,53112
NAICS 53 Real estate and rental and leasing,NAICS 531 Real estate,NAICS 5311 Lessors of real estate,NAICS 53113 Lessors of miniwarehouses and self-storage units,53,531,5311,53113
NAICS 53 Real estate and rental and leasing,NAICS 531 Real estate,NAICS 5311 Lessors of real estate,NAICS 53119 Lessors of other real estate property,53,531,5311,53119
NAICS 53 Real estate and rental and leasing,NAICS 531 Real estate,NAICS 5312 Offices of real estate agents and brokers,NAICS 53121 Offices of real estate agents and brokers,53,531,5312,53121
NAICS 53 Real estate and rental and leasing,NAICS 531 Real estate,NAICS 5313 Activities related to real estate,NAICS 53131 Real estate property managers,53,531,5313,53131
NAICS 53 Real estate and rental and leasing,NAICS 531 Real estate,NAICS 5313 Activities related to real estate,NAICS 53132 Offices of real estate appraisers,53,531,5313,53132
NAICS 53 Real estate and rental and leasing,NAICS 531 Real estate,NAICS 5313 Activities related to real estate,NAICS 53139 Other activities related to real estate,53,531,5313,53139
NAICS 53 Real estate and rental and leasing,NAICS 532 Rental and leasing services,NAICS 5321 Automotive equipment rental and leasing,NAICS 53211 Passenger car rental and leasing,53,532,5321,53211
NAICS 53 Real estate and rental and leasing,NAICS 532 Rental and leasing services,NAICS 5321 Automotive equipment rental and leasing,"NAICS 53212 Truck, utility trailer, and rv (recreational vehicle) rental and leasing",53,532,5321,53212
NAICS 53 Real estate and rental and leasing,NAICS 532 Rental and leasing services,NAICS 5322 Consumer goods rental,NAICS 53221 Consumer electronics and appliances rental,53,532,5322,53221
NAICS 53 Real estate and rental and leasing,NAICS 532 Rental and leasing services,NAICS 5322 Consumer goods rental,NAICS12 53222 Formal wear and costume rental,53,532,5322,53222
NAICS 53 Real estate and rental and leasing,NAICS 532 Rental and leasing services,NAICS 5322 Consumer goods rental,NAICS17 53223 Video tape and disc rental,53,532,5322,53223
NAICS 53 Real estate and rental and leasing,NAICS 532 Rental and leasing services,NAICS 5322 Consumer goods rental,NAICS 53228 Other consumer goods rental,53,532,5322,53228
NAICS 53 Real estate and rental and leasing,NAICS 532 Rental and leasing services,NAICS 5322 Consumer goods rental,NAICS17 53229 Other consumer goods rental,53,532,5322,53229
NAICS 53 Real estate and rental and leasing,NAICS 532 Rental and leasing services,NAICS 5323 General rental centers,NAICS 53231 General rental centers,53,532,5323,53231
NAICS 53 Real estate and rental and leasing,NAICS 532 Rental and leasing services,NAICS 5324 Commercial and industrial machinery and equipment rental and leasing,"NAICS 53241 Construction, transportation, mining, and forestry machinery and equipment rental and leasing",53,532,5324,53241
NAICS 53 Real estate and rental and leasing,NAICS 532 Rental and leasing services,NAICS 5324 Commercial and industrial machinery and equipment rental and leasing,NAICS 53242 Office machinery and equipment rental and leasing,53,532,5324,53242
NAICS 53 Real estate and rental and leasing,NAICS 532 Rental and leasing services,NAICS 5324 Commercial and industrial machinery and equipment rental and leasing,NAICS 53249 Other commercial and industrial machinery and equipment rental and leasing,53,532,5324,53249
NAICS 53 Real estate and rental and leasing,NAICS 533 Lessors of nonfinancial intangible assets (except copyrighted works),NAICS 5331 Lessors of nonfinancial intangible assets (except copyrighted works),NAICS 53311 Lessors of nonfinancial intangible assets (except copyrighted works),53,533,5331,53311
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services",NAICS 5411 Legal services,NAICS 54111 Offices of lawyers,54,541,5411,54111
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services",NAICS 5411 Legal services,NAICS17 54112 Offices of notaries,54,541,5411,54112
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services",NAICS 5411 Legal services,NAICS 54119 Other legal services,54,541,5411,54119
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5412 Accounting, tax preparation, bookkeeping, and payroll services","NAICS 54121 Accounting, tax preparation, bookkeeping, and payroll services",54,541,5412,54121
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5413 Architectural, engineering, and related services",NAICS 54131 Architectural services,54,541,5413,54131
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5413 Architectural, engineering, and related services",NAICS 54132 Landscape architectural services,54,541,5413,54132
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5413 Architectural, engineering, and related services",NAICS 54133 Engineering services,54,541,5413,54133
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5413 Architectural, engineering, and related services",NAICS 54134 Drafting services,54,541,5413,54134
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5413 Architectural, engineering, and related services",NAICS 54135 Building inspection services,54,541,5413,54135
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5413 Architectural, engineering, and related services",NAICS 54136 Geophysical surveying and mapping services,54,541,5413,54136
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5413 Architectural, engineering, and related services",NAICS 54137 Surveying and mapping (except geophysical) services,54,541,5413,54137
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5413 Architectural, engineering, and related services",NAICS 54138 Testing laboratories and services,54,541,5413,54138
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services",NAICS 5414 Specialized design services,NAICS 54141 Interior design services,54,541,5414,54141
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services",NAICS 5414 Specialized design services,NAICS 54142 Industrial design services,54,541,5414,54142
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services",NAICS 5414 Specialized design services,NAICS 54143 Graphic design services,54,541,5414,54143
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services",NAICS 5414 Specialized design services,NAICS 54149 Other specialized design services,54,541,5414,54149
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services",NAICS 5415 Computer systems design and related services,NAICS 54151 Computer systems design and related services,54,541,5415,54151
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5416 Management, scientific, and technical consulting services",NAICS 54161 Management consulting services,54,541,5416,54161
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5416 Management, scientific, and technical consulting services",NAICS 54162 Environmental consulting services,54,541,5416,54162
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5416 Management, scientific, and technical consulting services",NAICS 54169 Other scientific and technical consulting services,54,541,5416,54169
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services",NAICS 5417 Scientific research and development services,"NAICS 54171 Research and development in the physical, engineering, and life sciences",54,541,5417,54171
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services",NAICS 5417 Scientific research and development services,NAICS 54172 Research and development in the social sciences and humanities,54,541,5417,54172
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5418 Advertising, public relations, and related services",NAICS 54181 Advertising agencies,54,541,5418,54181
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5418 Advertising, public relations, and related services",NAICS 54182 Public relations agencies,54,541,5418,54182
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5418 Advertising, public relations, and related services",NAICS 54183 Media buying agencies,54,541,5418,54183
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5418 Advertising, public relations, and related services",NAICS 54184 Media representatives,54,541,5418,54184
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5418 Advertising, public relations, and related services",NAICS 54185 Indoor and outdoor display advertising,54,541,5418,54185
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5418 Advertising, public relations, and related services",NAICS 54186 Direct mail advertising,54,541,5418,54186
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5418 Advertising, public relations, and related services",NAICS 54187 Advertising material distribution services,54,541,5418,54187
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5418 Advertising, public relations, and related services",NAICS 54189 Other services related to advertising,54,541,5418,54189
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5419 Other professional, scientific, and technical services",NAICS 54191 Marketing research and public opinion polling,54,541,5419,54191
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5419 Other professional, scientific, and technical services",NAICS 54192 Photographic services,54,541,5419,54192
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5419 Other professional, scientific, and technical services",NAICS 54193 Translation and interpretation services,54,541,5419,54193
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5419 Other professional, scientific, and technical services",NAICS 54194 Veterinary services,54,541,5419,54194
"NAICS 54 Professional, scientific, and technical services","NAICS 541 Professional, scientific, and technical services","NAICS 5419 Other professional, scientific, and technical services","NAICS 54199 All other professional, scientific, and technical services",54,541,5419,54199
NAICS 55 Management of companies and enterprises,NAICS 551 Management of companies and enterprises,NAICS 5511 Management of companies and enterprises,NAICS 55111 Management of companies and enterprises,55,551,5511,55111
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5611 Office administrative services,NAICS 56111 Office administrative services,56,561,5611,56111
NAICS 56 Administrative and support and waste management and remediation services,NAICS 561 Administrative and support services,NAICS 5612 Facilities support services,NAICS 56121 Facilities support services,56,561,5612,56121
